Date,high_NVDA,low_NVDA,open_NVDA,close_NVDA,volume_NVDA,adjclose_NVDA,high_SOXX,low_SOXX,open_SOXX,close_SOXX,volume_SOXX,adjclose_SOXX
2001-07-13,3.456666946411133,3.3020830154418945,3.4191670417785645,3.373332977294922,69014400.0,3.096675634384156,73.58999633789062,70.58000183105469,72.30000305175781,72.6500015258789,201100.0,61.26383590698242
2001-07-16,3.375,3.0854170322418213,3.3354170322418213,3.1020829677581787,119169600.0,2.8476715087890625,71.55000305175781,68.44000244140625,71.3499984741211,68.44000244140625,60000.0,57.71360397338867
2001-07-17,3.305833101272583,3.0208330154418945,3.049999952316284,3.2754170894622803,116990400.0,3.0067906379699707,71.25,67.9000015258789,67.94999694824219,71.25,95700.0,60.083229064941406
2001-07-18,3.2858328819274902,3.095000028610229,3.197499990463257,3.16208291053772,84098400.0,2.902751207351685,69.61000061035156,68.30000305175781,69.0999984741211,68.30000305175781,100600.0,57.595584869384766
2001-07-19,3.346667051315308,3.158750057220459,3.2079169750213623,3.2129170894622803,84002400.0,2.949416399002075,72.69999694824219,71.19999694824219,72.4000015258789,71.19999694824219,135000.0,60.04107666015625
2001-07-20,3.204166889190674,3.0208330154418945,3.1329169273376465,3.1204171180725098,74246400.0,2.864501953125,70.9000015258789,69.75,69.75,70.8499984741211,120000.0,59.74593734741211
2001-07-23,3.129167079925537,2.821249961853028,3.125,2.825000047683716,154797600.0,2.593312978744507,71.25,68.69999694824219,71.25,68.69999694824219,65100.0,57.932865142822266
2001-07-24,3.018749952316284,2.802500009536743,2.862916946411133,3.016249895095825,136531200.0,2.7688777446746826,68.30000305175781,66.80000305175781,68.30000305175781,66.8499984741211,50100.0,56.3728141784668
2001-07-25,3.016666889190674,2.886667013168335,3.0108330249786377,2.9870829582214355,124588800.0,2.742103099822998,67.8499984741211,65.6500015258789,66.5999984741211,65.6500015258789,59700.0,55.360931396484375
2001-07-26,3.3125,2.9437499046325684,2.958750009536743,3.291666984558105,171415200.0,3.021707773208618,72.44999694824219,68.30000305175781,68.55000305175781,71.75,93900.0,60.504878997802734
2001-07-27,3.411250114440918,3.1875,3.285417079925537,3.375,109468800.0,3.098206758499145,74.19999694824219,72.5,72.5,73.41000366210938,40500.0,61.90473175048828
2001-07-30,3.392916917800904,3.2583329677581787,3.379167079925537,3.2945830821990967,58228800.0,3.0243849754333496,74.54000091552734,73.29000091552734,73.79000091552734,73.9000015258789,2600.0,62.31791305541992
2001-07-31,3.385416984558105,3.1791670322418213,3.299166917800904,3.370832920074463,118776000.0,3.094381093978882,75.4000015258789,73.9000015258789,75.4000015258789,73.9000015258789,50700.0,62.31791305541992
2001-08-01,3.5941669940948486,3.413332939147949,3.437083005905152,3.576667070388794,120494400.0,3.283334255218506,78.69999694824219,76.75,76.75,77.75,9500.0,65.56451416015625
2001-08-02,3.674582958221436,3.499583005905152,3.622082948684693,3.661667108535767,109792800.0,3.3613619804382324,79.94999694824219,79.1500015258789,79.69999694824219,79.25,21600.0,66.82940673828125
2001-08-03,3.689167022705078,3.5566670894622803,3.625,3.632916927337648,82034400.0,3.3349709510803223,79.25,77.75,79.25,78.25,3200.0,65.98616027832031
2001-08-06,3.7799999713897705,3.56833291053772,3.6070830821990967,3.742917060852051,129256800.0,3.435948848724365,77.1500015258789,76.4000015258789,76.55000305175781,76.8499984741211,7300.0,64.80555725097656
2001-08-07,3.7604169845581055,3.643749952316284,3.7420830726623535,3.6875,108861600.0,3.3850767612457275,75.66000366210938,75.0,75.5999984741211,75.66000366210938,6200.0,63.80208969116211
2001-08-08,3.75,3.577500104904175,3.655416965484619,3.59375,112569600.0,3.299016237258911,76.55000305175781,74.80000305175781,75.33999633789062,74.80000305175781,6300.0,63.07685852050781
2001-08-09,3.6475000381469727,3.4666669368743896,3.577083110809326,3.530833005905152,164361600.0,3.2412590980529785,72.75,72.0,72.0,72.75,1000.0,61.34813690185547
2001-08-10,3.575000047683716,3.420833110809326,3.5291669368743896,3.5266671180725098,103648800.0,3.2374346256256104,73.0,72.5999984741211,72.5999984741211,72.9000015258789,4200.0,61.47465515136719
2001-08-13,3.714582920074463,3.533750057220459,3.587083101272583,3.674582958221436,151478400.0,3.373219966888428,74.80000305175781,74.0999984741211,74.5,74.6500015258789,8100.0,62.95037841796875
2001-08-14,3.631249904632568,3.5316669940948486,3.607917070388794,3.577083110809326,232116000.0,3.2837164402008057,75.19999694824219,74.94999694824219,75.19999694824219,74.94999694824219,1400.0,63.20334243774414
2001-08-15,3.7008330821990967,3.5495829582214355,3.657917022705078,3.581249952316284,181639200.0,3.287541627883911,73.75,72.0199966430664,73.75,72.0199966430664,2100.0,60.73253631591797
2001-08-16,3.737499952316284,3.501250028610229,3.5154170989990234,3.7320830821990967,102609600.0,3.426003932952881,71.0999984741211,69.30000305175781,70.0,71.0999984741211,4500.0,59.95671844482422
2001-08-17,3.684999942779541,3.460833072662353,3.637500047683716,3.490417003631592,166884000.0,3.204158067703247,70.0,68.5999984741211,70.0,68.5999984741211,500.0,57.848575592041016
2001-08-20,3.5037500858306885,3.359999895095825,3.468333005905152,3.466249942779541,118332000.0,3.1819725036621094,69.44999694824219,68.55000305175781,69.0,69.3499984741211,10900.0,58.48101043701172
2001-08-21,3.566667079925537,3.3879170417785645,3.4749999046325684,3.3933329582214355,118665600.0,3.1150357723236084,69.30000305175781,67.5999984741211,69.30000305175781,67.5999984741211,1400.0,57.00531005859375
2001-08-22,3.5366671085357666,3.34375,3.453332901000977,3.532917022705078,149810400.0,3.243173122406006,69.69999694824219,67.5,68.19000244140625,69.69999694824219,2800.0,58.77616500854492
2001-08-23,3.5662500858306885,3.4375,3.5208330154418945,3.454582929611206,101359200.0,3.171262264251709,70.98999786376953,69.93000030517578,70.11000061035156,70.05000305175781,1000.0,59.07129669189453
2001-08-24,3.624583005905152,3.471250057220459,3.4916670322418213,3.553333044052124,111093600.0,3.261913299560547,73.44999694824219,71.0,71.2699966430664,73.06999969482422,400.0,61.61801528930664
2001-08-27,3.72333288192749,3.4604170322418213,3.473750114440918,3.6762499809265137,127960800.0,3.3747501373291016,75.38999938964844,73.5,73.5,74.69999694824219,4100.0,62.99251937866211
2001-08-28,3.7479169368743896,3.5999999046325684,3.666249990463257,3.62833309173584,117876000.0,3.330763578414917,73.6500015258789,72.94999694824219,73.3499984741211,72.94999694824219,1000.0,61.516822814941406
2001-08-29,3.661250114440918,3.481250047683716,3.6383330821990967,3.511667013168335,143580000.0,3.2236642837524414,73.30000305175781,70.4000015258789,73.30000305175781,70.4000015258789,300.0,59.366432189941406
2001-08-30,3.525000095367432,3.3645830154418945,3.4458329677581787,3.5004169940948486,143131200.0,3.2133374214172363,68.5,67.5,67.6500015258789,68.5,1200.0,57.76424789428711
2001-08-31,3.561666965484619,3.431250095367432,3.4770829677581787,3.529582977294922,88790400.0,3.2401115894317627,69.4800033569336,68.0,68.0,68.83999633789062,2000.0,58.05094146728516
2001-09-04,3.5199999809265137,3.259582996368408,3.5199999809265137,3.284167051315308,185613600.0,3.0148227214813232,69.47000122070312,67.0,68.5999984741211,67.0,1100.0,56.49931335449219
2001-09-05,3.379167079925537,3.1479170322418213,3.28125,3.354166984558105,239558400.0,3.0790820121765137,66.73999786376953,64.5999984741211,66.73999786376953,64.69999694824219,7500.0,54.5598030090332
2001-09-06,3.391666889190674,3.202083110809326,3.287916898727417,3.217082977294922,195076800.0,2.9532406330108643,65.0,61.400001525878906,64.0,61.70000076293945,264000.0,52.02997970581055
2001-09-07,3.299999952316284,3.150000095367432,3.166666984558105,3.250833034515381,197025600.0,2.984222412109375,63.68000030517578,61.150001525878906,61.150001525878906,62.150001525878906,3300.0,52.40945053100586
