Datetime,Tweet Id,Text,Username
2022-11-26 19:11:57+00:00,1596582549672689666,"@BBot72 @VideoCardz The P600S is an oversized case that allows for both vertical, and horizontal GPU mounting at the same time, it gives up the space normally reserved for optical and HDD for oversized GPUs and custom water cooling reservoirs, distribution blocks, and pumps.",FedsAgainstGunS
2022-11-26 19:11:17+00:00,1596582380495462400,"@NVIDIAStudio #GiftRTX proud to be in @DehavVanator community for Planetside 2 on console as it's helping me retain interest in the game.

Poor Dehav is having GPU issues lately where his RTX 2060 is constantly over heating.

 Small time streamer currently live https://t.co/81hgZ5HvvM",Vertigo101
2022-11-26 19:11:06+00:00,1596582333682810881,"(UK) In Stock: MSI Gaming AMD Radeon RX 6600 128-bit 8GB GDDR6 DP/HDMI Dual Tor[...] - £282.00
URL: https://t.co/7CiUiMOmga
ATC: https://t.co/Bt9bS0TS9r
#RX6600 #gpudrops #GPUalert #InStock",gpudrops_uk
2022-11-26 19:10:35+00:00,1596582204011782144,"@FedsAgainstGunS @VideoCardz Point is while it's a big boi, loads of case will still fit this GPU.",BBot72
2022-11-26 19:10:32+00:00,1596582194524422149,"🟢 [Saturn]: ASUS TUF-RTX4080-O16G-GAMING (90YV0IB0-M0NA00) (NVIDIA, Gaming-Grafikkarte) now availble! 🟢

💰 Price:1669€
🔗 Link: https://t.co/1QEzodCTrW* ＊

🕐: 20:10:32",Datenheim_GPU
2022-11-26 19:10:32+00:00,1596582193509310466,"🟢 [Saturn]: ASUS ROG-STRIX-RTX4080-O16G-GAMING (90YV0IC0-M0NA00) (NVIDIA, Gaming-Grafikkarte) now availble! 🟢

💰 Price:1829€
🔗 Link: https://t.co/NRN9jFK9Lz* ＊

🕐: 20:10:32",Datenheim_GPU
2022-11-26 19:10:32+00:00,1596582192641200130,"🟢 [Saturn]: ZOTAC ZOTAC GAMING GeForce RTX 4080 Trinity OC (ZT-D40810J-10P) (NVIDIA, Grafikkarte) now availble! 🟢

💰 Price:1559€
🔗 Link: https://t.co/qQCmaCpBN7* ＊

🕐: 20:10:32",Datenheim_GPU
2022-11-26 19:10:14+00:00,1596582117340856320,@isrPiccolo @alono88 יש מחסור במכונות עם gpu,elad_sheinfeld
2022-11-26 19:10:10+00:00,1596582102514176000,"2年前、ハイエンドGPUは10万円だった――GeForce RTX 4080が二の足を踏まれる理由(ITmedia PC USER)
#Yahooニュース
https://t.co/MdnFR25aPq
グラボだけで20万超えって信じられない...",Kakusan_koma
2022-11-26 19:09:59+00:00,1596582054811926528,"🟢 [MediaMarkt]: ZOTAC ZOTAC GAMING GeForce RTX 4080 AMP EXTREME AIRO (ZT-D40810B-10P) (NVIDIA, Grafikkarte) now availble! 🟢

💰 Price:1619€
🔗 Link: https://t.co/p2RXssLju1* ＊

🕐: 20:09:59",Datenheim_GPU
2022-11-26 19:09:41+00:00,1596581977368715264,"@A7_data Apple silicon上のGPUで深層学習を実行可能か？というご質問でしょうか。

私も気になって調べてみたのですが、下記の通りTensorflowもPyTorchも対応している様です。
ただしNVIDIA製GPUの方が、まだまだ速そうです。

■Tensorflow
https://t.co/oL79CWHDoL

■PyTorch
https://t.co/n8QUEYPtb2",PythonDarth
2022-11-26 19:09:07+00:00,1596581837303955456,@JT_Rampage @CaVeLLLLL Halo infinite is cpu heavy so if you priories your GPU on nvidia you’ll get more fps,_zSuperioR
2022-11-26 19:08:29+00:00,1596581677572435976,"Apple MacBook Air (13-inch, 8GB RAM, 128GB Storage, 1.6GHz Intel Core i5) - Gold (Previous Model) #Amazon #ad 🦾 👇🏼

• Refurb and Warehouse Deals 👍 

https://t.co/FjENr0GDBR",GamerStockist
2022-11-26 19:08:29+00:00,1596581677467422720,"Apple MacBook Air (13-inch, 8GB RAM, 128GB Storage, 1.6GHz Intel Core i5) - Gold (Previous Model) #Amazon #ad 🦾 👇🏼

Stunning 13.3-Inch Retina Display with True Tone

• Only Amazon Warehouse ReStock Alerts! Find Deals, Save the Planet. 🤖

https://t.co/OJJjVFILF9",DealsGpu
2022-11-26 19:08:00+00:00,1596581554306052097,"""Supermicro has added to their robust line of Universal GPU systems with an 8U box capable of housing eight socketed (SXM) @nvidia A100 and H100 GPUs that support NVLink and NVSwitch.""
– @StorageReview

Read the Review: https://t.co/VcVzMerNai

#GPUs #Servers #Supermicro https://t.co/EINiJ0YEGU",Supermicro_SMCI
2022-11-26 19:07:27+00:00,1596581415910625280,@khaliedahmed الgpu لما تشغل اللعبة https://t.co/DOzeswwgaw,Di0_Brand
2022-11-26 19:07:00+00:00,1596581305470394374,"🟢 [MediaMarkt]: KFA2 GeForce RTX™ 4080 SG 1-Click OC 16GB GDDR6X (48NZM6MD6LSK) (NVIDIA, PCI-E Grafikkarte) now availble! 🟢

💰 Price:1599€
🔗 Link: https://t.co/bofFNkaPtr* ＊

🕐: 20:07:00",Datenheim_GPU
2022-11-26 19:06:52+00:00,1596581269647036417,"Might not be able to afford them, but made a list of things I wanna get eventually to upgrade my PC desktop,  including 2 types of SSDs, a new GPU, and a new processor.",Vrei_Fanged
2022-11-26 19:06:42+00:00,1596581228425056256,"🟢 [MediaMarkt]: ASUS TUF-RTX4080-O16G-GAMING (90YV0IB0-M0NA00) (NVIDIA, Gaming-Grafikkarte) now availble! 🟢

💰 Price:1669€
🔗 Link: https://t.co/fS4wdQSZyp* ＊

🕐: 20:06:42",Datenheim_GPU
2022-11-26 19:06:17+00:00,1596581122724749312,"🟢 [MediaMarkt]: ZOTAC GAMING GeForce RTX 4080 Trinity (ZT-D40810D-10P) (NVIDIA, Grafikkarte) now availble! 🟢

💰 Price:1529€
🔗 Link: https://t.co/8kzILNTHGG* ＊

🕐: 20:06:17",Datenheim_GPU
2022-11-26 19:05:58+00:00,1596581044698107904,"🟢 [MediaMarkt]: ZOTAC ZOTAC GAMING GeForce RTX 4080 Trinity OC (ZT-D40810J-10P) (NVIDIA, Grafikkarte) now availble! 🟢

💰 Price:1559€
🔗 Link: https://t.co/tW3pVlWezF* ＊

🕐: 20:05:58",Datenheim_GPU
2022-11-26 19:05:04+00:00,1596580819094896640,@khaliedahmed GPU https://t.co/4x0I9jM87I,abdu__witcher
2022-11-26 19:04:30+00:00,1596580675284451333,"(UK) In Stock: RX 6700XT 12GB XFX QICK 319 Gaming - £489.00
URL: https://t.co/T6ojR04qDQ
ATC: https://t.co/USVrIsud0Q
#RX6700XT #gpudrops #GPUalert #InStock",gpudrops_uk
2022-11-26 19:04:23+00:00,1596580646797053952,KDE und Gnome auf dem Mac: Apple M2 beschleunigt Linux-Desktop mit der 10-Kern-GPU https://t.co/VCi62JvO2R https://t.co/e3M3zn8x0T,climb4success
2022-11-26 19:04:10+00:00,1596580591985516545,"To those who care I got a new pc 🤩🥳😍

RTX 3060ti GPU
32GB RAM
i5 12600k CPU
850W PS

Thanks @AFTERSHOCKPC https://t.co/FDXRjkZcbG",JackAtItAgain
2022-11-26 19:04:09+00:00,1596580586746888192,"(UK) In Stock: Gigabyte AORUS GeForce RTX 3070 MASTER 8GB V2 LHR Graphics Card - £697.00
URL: https://t.co/08qgzrCIg4
ATC: https://t.co/MU8pEORiwd
#RTX3070 #gpudrops #GPUalert #InStock",gpudrops_uk
2022-11-26 19:04:01+00:00,1596580551464321024,@TEAMEVGA If only @nvidia @NVIDIAGeForce @NVIDIAGeForceUK didn't mess with you guys I would be buying a evga 4090 this year.  Instead I'm not buying any new gpu,mikelcaplan
2022-11-26 19:03:58+00:00,1596580541775876103,"🟢 [MediaMarkt]: ASUS ROG-STRIX-RTX4080-O16G-GAMING (90YV0IC0-M0NA00) (NVIDIA, Gaming-Grafikkarte) now availble! 🟢

💰 Price:1829€
🔗 Link: https://t.co/tmL1Cvy57Q* ＊

🕐: 20:03:58",Datenheim_GPU
2022-11-26 19:03:58+00:00,1596580540618248192,"🟢 [MediaMarkt]: GIGABYTE GV-N4080EAGLE-16GD (4719331311568) (NVIDIA, Grafikkarte) now availble! 🟢

💰 Price:1489€
🔗 Link: https://t.co/XuhdEIJS4n* ＊

🕐: 20:03:58",Datenheim_GPU
2022-11-26 19:03:57+00:00,1596580535869968384,"💯 legal mining site

$5 Bonus💵

💢GPU Hash Power
170.00GH/s🚀🚀
👇

https://t.co/H9EnGWqAov

💵INVESTMENT MADE, WITHDRAWAL SUCCESSFUL ✅

🎊 BEST OF LAST TIMES
MINING SITE🤑 https://t.co/pQOAl3T1cS",ETHEREUM2028
2022-11-26 19:03:19+00:00,1596580376826224640,"🟢 [Saturn]: ZOTAC ZOTAC GAMING GeForce RTX 4080 AMP EXTREME AIRO (ZT-D40810B-10P) (NVIDIA, Grafikkarte) now availble! 🟢

💰 Price:1619€
🔗 Link: https://t.co/Po6zJguEg4* ＊

🕐: 20:03:19",Datenheim_GPU
2022-11-26 19:03:00+00:00,1596580298313306112,"EVGA 650 Bq, 80+ Bronze 650W, Semi Modular, 5 Year Warranty, Includes Free Power On Self Tester, Power Supply 110-BQ-0650-V1 #Amazon #ad 👽 👇🏼

• Refurb and Warehouse Deals 👍 

https://t.co/HPUqXJtuIl",GamerStockist
2022-11-26 19:03:00+00:00,1596580298296528896,"EVGA 650 Bq, 80+ Bronze 650W, Semi Modular, 5 Year Warranty, Includes Free Power On Self Tester, Power Supply 110-BQ-0650-V1 #Amazon #ad 👽 👇🏼

EVGA 650 BQ ""great quality, Great value""

• Only Amazon Warehouse ReStock Alerts! Find Deals, Save the P...

https://t.co/9AhSJZtWjM",DealsGpu
2022-11-26 19:02:59+00:00,1596580290868101120,@KidTachi Gpu depending on what’s yours or  a new keyboard,Sk1xFn
2022-11-26 19:02:34+00:00,1596580187894079488,"upHere Graphics Card GPU Brace Support Video Card Sag Holder/Holster Bracket, Anodized Aerospace Aluminum, Single or Dual Slo XFGVUNS

https://t.co/AaMEI86mzu https://t.co/IoSggLblmq",viola10u
2022-11-26 19:02:12+00:00,1596580095291891712,"13インチMacBook Air [整備済製品] 8コアCPUと10コアGPUを搭載したApple M2チップ - シルバー
2022年7月発売
G15X6J/A
262,800円（税込）
https://t.co/UTngpEfJuc
#24時間以内 #Apple整備品 #M2搭載 #RT希望

81",appledeals
2022-11-26 19:01:49+00:00,1596580000207372289,"Apple 9.7"" iPad Space Gray (32GB, Wi-Fi + 4G LTE) #Amazon #ad 🍕 👇🏼

9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi)

• Only Amazon Warehouse ReStock Alerts! Find Deals, Save the Planet. 🤖

https://t.co/E2PdDQxpzh",DealsGpu
2022-11-26 19:01:49+00:00,1596580000018350081,"Apple 9.7"" iPad Space Gray (32GB, Wi-Fi + 4G LTE) #Amazon #ad 🍕 👇🏼

• Refurb and Warehouse Deals 👍 

https://t.co/8HGlyf6PXm",GamerStockist
2022-11-26 19:01:38+00:00,1596579952031584256,@JT_Rampage @CaVeLLLLL At least a 3080 and make sure you set your NVIDIA graphics to GPU physics x on halo all settings low,_zSuperioR
2022-11-26 19:00:52+00:00,1596579761190744064,"🟢 [MediaMarkt]: MSI RTX 4080 16GB SUPRIM X (V511-004R) (NVIDIA, Grafikkarte) now availble! 🟢

💰 Price:1639€
🔗 Link: https://t.co/5lwZk5dOoZ* ＊

🕐: 20:00:52",Datenheim_GPU
2022-11-26 19:00:34+00:00,1596579686137700354,"Nvidia continúa provocando el anuncio de la GPU de la serie GeForce RTX 40
https://t.co/XiKCyRIkcS",Tech4geeksorg
2022-11-26 19:00:32+00:00,1596579676776173568,"I am sadly not picking up my gpu today since my sister is sick and has to go do hospital things I guess, the fun of siblings",Mr_Tlost
2022-11-26 19:00:27+00:00,1596579655066472449,"Agora, a parte difícil, o adeus... Essa é A Rainha, uma gtx 1060, a irmã mais velha da Destruidora.
eu amei você Rainha
minha primeira gpu....
amei como nunca pude amar antes
fico feliz que você tenha aparecido em minha vida
agora é uma nova fase+ https://t.co/8bjV4F7I27",eulaseiuai
2022-11-26 18:59:43+00:00,1596579469439143936,"Newegg Restocked $299.99 Refurbished: GIGABYTE EAGLE OC RTX 3060 12GB GDDR
URL: https://t.co/7iJZgNaum7

#RTX3060 #gpudrops #GPUalert #InStock 1669489182",gpu_drops
2022-11-26 18:59:42+00:00,1596579467799187456,"@JakusMallius -CPU AMD Ryzen 5800X
-GPU Nvidia RTX 3070 (8GB GDDR 6)
-RAM 32 GB
-SSD/HDD  
Western Digital PC SN530 NVMe SSD 512GB, M.2 2280 (OS)
Toshiba DT01ACA100 1TB HDD
Crucial MX500 1TB SATA SSD (Star Citizen drive)",_baconwrangler_
2022-11-26 18:59:39+00:00,1596579453961850880,"🟢 [MediaMarkt]: GIGABYTE GV-N4080GAMING OC-16GD (4719331311520) (NVIDIA, Grafikkarte) now availble! 🟢

💰 Price:1589€
🔗 Link: https://t.co/I3p0xZypi6* ＊

🕐: 19:59:39",Datenheim_GPU
2022-11-26 18:59:11+00:00,1596579335640842241,"Essa daqui é minha nova GPU, o nome dela é: A Destruidora.
Bem vinda Destruidora, conto contigo a partir de hoje pra destroçar tudo e todos mundo a fora. https://t.co/Um2t9okjHf",eulaseiuai
2022-11-26 18:59:00+00:00,1596579290241540097,"🟢 [Saturn]: KFA2 GeForce RTX™ 4080 SG 1-Click OC 16GB GDDR6X (48NZM6MD6LSK) (NVIDIA, PCI-E Grafikkarte) now availble! 🟢

💰 Price:1599€
🔗 Link: https://t.co/2nquMyGlVY* ＊

🕐: 19:59:00",Datenheim_GPU
2022-11-26 18:59:00+00:00,1596579289289306112,"🟢 [Saturn]: ZOTAC GAMING GeForce RTX 4080 Trinity (ZT-D40810D-10P) (NVIDIA, Grafikkarte) now availble! 🟢

💰 Price:1529€
🔗 Link: https://t.co/OaX1nnz6mA* ＊

🕐: 19:59:00",Datenheim_GPU
2022-11-26 18:57:34+00:00,1596578930470821889,I have been plagued by computer crashes and I think I fixed them. Got the lovely gfx ring 0 timeout error with my 5700xt. I rolled back to an older kernel and got some other weird cpu error related to the gpu. Then I did something to fix it but I can't remember what now...,lowqualityintel
