Date,close_NVDA,open_SOXX,open_BTC,close_NVDA1,high_SOXX1,low_SOXX1,open_SOXX1,close_SOXX1,volume_SOXX1,adjclose_SOXX1,high_BTC1,low_BTC1,open_BTC1,close_BTC1,volume_BTC1,adjclose_BTC1,close_NVDA2,high_SOXX2,low_SOXX2,open_SOXX2,close_SOXX2,volume_SOXX2,adjclose_SOXX2,high_BTC2,low_BTC2,open_BTC2,close_BTC2,volume_BTC2,adjclose_BTC2,close_NVDA3,high_SOXX3,low_SOXX3,open_SOXX3,close_SOXX3,volume_SOXX3,adjclose_SOXX3,high_BTC3,low_BTC3,open_BTC3,close_BTC3,volume_BTC3,adjclose_BTC3,close_NVDA4,high_SOXX4,low_SOXX4,open_SOXX4,close_SOXX4,volume_SOXX4,adjclose_SOXX4,high_BTC4,low_BTC4,open_BTC4,close_BTC4,volume_BTC4,adjclose_BTC4
2014-09-24,4.860000133514404,88.69000244140625,456.8599854,4.769999980926514,90.11000061035156,88.38999938964844,90.08999633789062,88.55000305175781,113000.0,80.04995727539062,427.8349915,384.5320129,424.1029968,394.79599,37919700.0,394.79599,4.722499847412109,88.44000244140625,87.30999755859375,88.2300033569336,87.4800033569336,105200.0,79.08268737792969,406.9159851,397.1300049,399.1000061,402.1520081,24127600.0,402.1520081,4.702499866485596,87.87000274658203,86.86000061035156,87.06999969482422,87.19999694824219,210900.0,78.82955932617188,441.5570068,396.196991,402.0920105,435.7909851,45099500.0,435.7909851,4.730000019073486,88.08000183105469,87.12000274658203,87.12000274658203,88.05000305175781,109700.0,79.81765747070312,436.1119995,421.1319885,435.7510071,423.2049866,30627700.0,423.2049866
2014-09-25,4.769999980926514,90.08999633789062,424.1029968,4.722499847412109,88.44000244140625,87.30999755859375,88.2300033569336,87.4800033569336,105200.0,79.08268737792969,406.9159851,397.1300049,399.1000061,402.1520081,24127600.0,402.1520081,4.702499866485596,87.87000274658203,86.86000061035156,87.06999969482422,87.19999694824219,210900.0,78.82955932617188,441.5570068,396.196991,402.0920105,435.7909851,45099500.0,435.7909851,4.730000019073486,88.08000183105469,87.12000274658203,87.12000274658203,88.05000305175781,109700.0,79.81765747070312,436.1119995,421.1319885,435.7510071,423.2049866,30627700.0,423.2049866,4.627500057220459,87.93000030517578,86.16999816894531,87.87000274658203,86.44000244140625,169300.0,78.35818481445312,423.519989,409.4679871,423.1560059,411.5740051,26814400.0,411.5740051
2014-09-26,4.722499847412109,88.2300033569336,399.1000061,4.702499866485596,87.87000274658203,86.86000061035156,87.06999969482422,87.19999694824219,210900.0,78.82955932617188,441.5570068,396.196991,402.0920105,435.7909851,45099500.0,435.7909851,4.730000019073486,88.08000183105469,87.12000274658203,87.12000274658203,88.05000305175781,109700.0,79.81765747070312,436.1119995,421.1319885,435.7510071,423.2049866,30627700.0,423.2049866,4.627500057220459,87.93000030517578,86.16999816894531,87.87000274658203,86.44000244140625,169300.0,78.35818481445312,423.519989,409.4679871,423.1560059,411.5740051,26814400.0,411.5740051,4.637499809265137,87.66999816894531,86.81999969482422,87.11000061035156,87.45999908447266,276100.0,79.2828140258789,414.9379883,400.0090027,411.4289856,404.4249878,21460800.0,404.4249878
2014-09-29,4.702499866485596,87.06999969482422,402.0920105,4.730000019073486,88.08000183105469,87.12000274658203,87.12000274658203,88.05000305175781,109700.0,79.81765747070312,436.1119995,421.1319885,435.7510071,423.2049866,30627700.0,423.2049866,4.627500057220459,87.93000030517578,86.16999816894531,87.87000274658203,86.44000244140625,169300.0,78.35818481445312,423.519989,409.4679871,423.1560059,411.5740051,26814400.0,411.5740051,4.637499809265137,87.66999816894531,86.81999969482422,87.11000061035156,87.45999908447266,276100.0,79.2828140258789,414.9379883,400.0090027,411.4289856,404.4249878,21460800.0,404.4249878,4.630000114440918,87.8499984741211,86.41000366210938,86.58000183105469,87.56999969482422,108600.0,79.38250732421875,385.2109985,372.2399902,376.928009,375.4670105,32497700.0,375.4670105
2014-09-30,4.730000019073486,87.12000274658203,435.7510071,4.627500057220459,87.93000030517578,86.16999816894531,87.87000274658203,86.44000244140625,169300.0,78.35818481445312,423.519989,409.4679871,423.1560059,411.5740051,26814400.0,411.5740051,4.637499809265137,87.66999816894531,86.81999969482422,87.11000061035156,87.45999908447266,276100.0,79.2828140258789,414.9379883,400.0090027,411.4289856,404.4249878,21460800.0,404.4249878,4.630000114440918,87.8499984741211,86.41000366210938,86.58000183105469,87.56999969482422,108600.0,79.38250732421875,385.2109985,372.2399902,376.928009,375.4670105,32497700.0,375.4670105,4.612500190734863,87.69999694824219,86.52999877929688,87.69999694824219,86.8499984741211,123600.0,78.7298355102539,390.9769897,373.4429932,376.0880127,386.9440002,34707300.0,386.9440002
2014-10-01,4.627500057220459,87.87000274658203,423.1560059,4.637499809265137,87.66999816894531,86.81999969482422,87.11000061035156,87.45999908447266,276100.0,79.2828140258789,414.9379883,400.0090027,411.4289856,404.4249878,21460800.0,404.4249878,4.630000114440918,87.8499984741211,86.41000366210938,86.58000183105469,87.56999969482422,108600.0,79.38250732421875,385.2109985,372.2399902,376.928009,375.4670105,32497700.0,375.4670105,4.612500190734863,87.69999694824219,86.52999877929688,87.69999694824219,86.8499984741211,123600.0,78.7298355102539,390.9769897,373.4429932,376.0880127,386.9440002,34707300.0,386.9440002,4.567500114440918,86.68000030517578,84.51000213623047,86.68000030517578,84.7300033569336,558900.0,76.80805206298828,391.3789978,380.7799988,387.427002,383.6149902,26229400.0,383.6149902
2014-10-02,4.637499809265137,87.11000061035156,411.4289856,4.630000114440918,87.8499984741211,86.41000366210938,86.58000183105469,87.56999969482422,108600.0,79.38250732421875,385.2109985,372.2399902,376.928009,375.4670105,32497700.0,375.4670105,4.612500190734863,87.69999694824219,86.52999877929688,87.69999694824219,86.8499984741211,123600.0,78.7298355102539,390.9769897,373.4429932,376.0880127,386.9440002,34707300.0,386.9440002,4.567500114440918,86.68000030517578,84.51000213623047,86.68000030517578,84.7300033569336,558900.0,76.80805206298828,391.3789978,380.7799988,387.427002,383.6149902,26229400.0,383.6149902,4.547500133514404,84.70999908447266,82.69999694824219,84.70999908447266,84.20999908447266,194800.0,76.33668518066406,385.4970093,372.9460144,383.9880066,375.071991,21777700.0,375.071991
2014-10-03,4.630000114440918,86.58000183105469,376.928009,4.612500190734863,87.69999694824219,86.52999877929688,87.69999694824219,86.8499984741211,123600.0,78.7298355102539,390.9769897,373.4429932,376.0880127,386.9440002,34707300.0,386.9440002,4.567500114440918,86.68000030517578,84.51000213623047,86.68000030517578,84.7300033569336,558900.0,76.80805206298828,391.3789978,380.7799988,387.427002,383.6149902,26229400.0,383.6149902,4.547500133514404,84.70999908447266,82.69999694824219,84.70999908447266,84.20999908447266,194800.0,76.33668518066406,385.4970093,372.9460144,383.9880066,375.071991,21777700.0,375.071991,4.557499885559082,85.30999755859375,84.29000091552734,84.91999816894531,84.73999786376953,163200.0,76.8171157836914,377.6950073,357.8590088,375.1809998,359.5119934,30901200.0,359.5119934
2014-10-06,4.612500190734863,87.69999694824219,376.0880127,4.567500114440918,86.68000030517578,84.51000213623047,86.68000030517578,84.7300033569336,558900.0,76.80805206298828,391.3789978,380.7799988,387.427002,383.6149902,26229400.0,383.6149902,4.547500133514404,84.70999908447266,82.69999694824219,84.70999908447266,84.20999908447266,194800.0,76.33668518066406,385.4970093,372.9460144,383.9880066,375.071991,21777700.0,375.071991,4.557499885559082,85.30999755859375,84.29000091552734,84.91999816894531,84.73999786376953,163200.0,76.8171157836914,377.6950073,357.8590088,375.1809998,359.5119934,30901200.0,359.5119934,4.53000020980835,85.04000091552734,83.44999694824219,84.88999938964844,84.0,143300.0,76.14632415771484,345.1340027,302.5599976,320.3890076,330.07901,79011800.0,330.07901
2014-10-07,4.567500114440918,86.68000030517578,387.427002,4.547500133514404,84.70999908447266,82.69999694824219,84.70999908447266,84.20999908447266,194800.0,76.33668518066406,385.4970093,372.9460144,383.9880066,375.071991,21777700.0,375.071991,4.557499885559082,85.30999755859375,84.29000091552734,84.91999816894531,84.73999786376953,163200.0,76.8171157836914,377.6950073,357.8590088,375.1809998,359.5119934,30901200.0,359.5119934,4.53000020980835,85.04000091552734,83.44999694824219,84.88999938964844,84.0,143300.0,76.14632415771484,345.1340027,302.5599976,320.3890076,330.07901,79011800.0,330.07901,4.482500076293945,83.9000015258789,82.4000015258789,83.72000122070312,82.4000015258789,420200.0,74.69590759277344,339.2470093,320.4819946,330.5840149,336.1870117,49199900.0,336.1870117
